A1,A2,A3,A4,A5,A6,A7,A8,A9,¿Ã≈ªø©∫Œ
17,E,MH,B,278.220000,10.800000,570,1311.600000,A,0
32,E,MH,H,263.947000,80.400000,224,1364.400000,A,1
23,E,MH,B,306.093000,156,567,1403.100000,A,0
15,E,MH,B,304.976000,42.600000,793,1848.300000,A,0
20,E,MH,C,185.858000,52.200000,294,1446.300000,A,1
12,E,MH,A,279.968000,13.800000,571,1365.300000,A,1
14,E,MH,G,207.281000,52.800000,557,1292.100000,A,1
42,E,MH,A,325.335000,49.200000,506,1717.800000,A,1
17,E,M,C,171.285000,10.800000,547,1004.400000,A,0
13,E,MH,B,227.428000,31.800000,618,1462.800000,A,0
20,E,MH,B,272.400000,41.400000,411,1308.900000,A,0
27,E,H,H,410.537000,8.400000,795,2227.200000,A,1
21,E,M,B,222.698000,0,510,1056,A,0
50,E,MH,H,269.623000,5,629,1389.200000,A,1
18,E,MH,B,295.495000,15.600000,495,1367.400000,A,0
48,E,MH,G,299.138000,114.500000,409,1578.500000,A,1
50,E,M,H,209.056000,37.500000,243,1072.500000,A,1
53,E,MH,A,287.580000,41.400000,456,1615.200000,A,1
31,E,M,G,196.399000,99,668,1213.800000,A,0
19,E,M,G,206.329000,103.500000,485,1128.900000,A,0
17,E,M,B,253.807000,106.500000,525,1084.500000,A,0
45,E,M,C,195.414000,58,503,1034.200000,A,0
45,E,MH,A,270.223000,106.200000,647,1370.100000,A,1
38,E,H,B,329.553000,30,732,2244.600000,A,0
21,E,H,B,360.833000,84,697,2010.600000,A,0
17,E,MH,B,276.614000,27,1129,1823.700000,A,0
26,E,H,G,308.579000,130,403,1986.400000,A,1
21,E,H,A,439.366000,18,1415,3045,A,1
25,E,MH,B,279.518000,0,1016,1725.900000,A,0
32,E,MH,G,358.276000,20.400000,873,1801.500000,A,1
24,E,H,G,310.448000,30,1299,2328.300000,A,1
16,E,H,B,362.499000,61.500000,1189,1984.200000,A,0
17,E,MH,B,225.913000,54,572,1314.900000,A,0
59,E,M,A,210.411000,103.800000,185,1106.400000,A,1
33,E,MH,A,266.151000,58.800000,593,1363.200000,A,1
20,E,M,G,243.096000,17.400000,486,1139.700000,A,0
39,E,MH,H,258.641000,112.500000,474,1447.800000,A,1
13,E,M,G,245.896000,68,405,1096.400000,A,0
24,E,M,B,268.465000,87.500000,511,1244.300000,A,0
30,E,M,G,216.515000,25.200000,343,1163.100000,A,1
16,E,MH,B,285.452000,5.400000,770,1417.200000,A,0
32,E,H,G,386.932000,59.500000,823,2401.300000,A,1
17,E,M,A,229.107000,145.200000,558,1171.800000,A,1
47,E,M,A,217.610000,51.600000,431,1061.700000,A,1
21,E,M,B,207.624000,42,689,1176,A,0
18,E,H,B,425.280000,29.500000,1030,2028.400000,A,0
17,E,MH,G,288.816000,84,839,1614,A,0
23,E,MH,B,229.741000,44,588,1312.700000,A,0
16,E,MH,G,260.101000,33.600000,715,1740.600000,A,0
15,E,MH,B,364.631000,55.200000,592,1897.800000,A,0
23,E,M,B,222.846000,87,541,1182.300000,A,0
26,E,M,G,223.076000,23.400000,244,1124.700000,A,1
56,E,MH,G,320.421000,77.400000,1148,1837.200000,A,1
22,E,M,B,231.009000,74.400000,612,1029.900000,A,0
64,E,MH,H,267.585000,53.500000,731,1283.800000,A,1
18,E,H,A,308.646000,63.600000,1103,2227.500000,A,0
22,E,M,B,264.654000,93.600000,661,1219.800000,A,0
24,E,MH,G,301.192000,25,548,1454.800000,A,0
53,E,MH,H,235.658000,9.500000,446,1306.700000,A,1
19,E,MH,A,264.957000,50.400000,552,1331.100000,A,1
21,E,MH,A,343.028000,54.600000,833,1623.300000,A,1
18,E,MH,B,363.276000,53,523,1728.500000,A,0
33,E,M,G,205.194000,47,330,1083.200000,A,1
25,E,MH,B,262.367000,13.800000,771,1509.900000,A,0
40,E,M,H,223.561000,18.600000,179,1031.400000,A,1
14,E,M,A,250.965000,65.500000,515,1139.200000,A,1
24,E,MH,G,358.794000,46,724,1815.400000,A,0
36,E,MH,G,321.569000,95.400000,787,1935.900000,A,0
31,E,MH,B,239.521000,15,180,1298.400000,A,0
32,E,M,A,219.074000,80.400000,342,1090.800000,A,1
18,E,M,A,243.944000,24,542,1238.100000,A,1
17,E,M,B,209.144000,49.200000,667,1143.900000,A,0
28,E,H,G,421.185000,21,580,2194.500000,A,1
20,E,H,B,588.238000,20.500000,1977,3084.400000,A,0
42,E,MH,B,310.256000,15,363,1508.700000,A,0
18,E,MH,G,263.121000,30,459,1718.100000,A,0
44,E,MH,A,329.378000,0,910,1560.900000,A,1
32,E,H,A,277.069000,130,648,1984.300000,A,1
16,E,MH,B,284.598000,0,967,1531.200000,A,0
21,E,M,A,224.333000,103.200000,409,1032,A,1
18,E,H,G,438.875000,75,987,2521.200000,A,0
13,E,M,G,246.083000,13.200000,345,1037.400000,A,0
35,E,MH,G,343.496000,129.600000,732,1725.600000,A,1
30,E,MH,G,257.839000,77,546,1628.600000,A,1
50,E,MH,G,349.326000,0,241,1794.900000,A,1
25,E,H,G,369.668000,9.600000,855,1950.300000,A,0
19,E,H,A,440.670000,38,1249,2855.300000,A,1
28,E,MH,A,240.589000,59.400000,287,1368.600000,A,0
34,E,H,H,444.566000,38.400000,1342,2418.300000,A,1
61,E,MH,G,213.019000,23,431,1282.700000,A,1
16,E,MH,B,390.571000,31.800000,1088,1822.200000,A,1
14,E,M,A,216.712000,117,315,1163.100000,A,1
14,E,MH,G,332.907000,14,710,1881.500000,A,0
14,E,M,A,214.363000,56.500000,496,1096,A,1
38,E,MH,H,276.091000,0,571,1390.500000,A,1
15,E,M,B,252.047000,0,398,1250.700000,A,0
14,E,H,B,372.739000,55.800000,1369,2882.700000,A,0
14,E,MH,G,264.588000,102,789,1457.700000,A,0
30,E,H,G,521.938000,8.400000,335,2501.100000,A,1
21,E,MH,A,213.709000,52.200000,534,1279.200000,A,0
39,E,MH,G,312.183000,62.500000,814,1741.900000,A,1
19,E,M,G,273.482000,15,518,1256.100000,A,0
14,E,MH,G,339.870000,40,1115,1910.500000,A,0
36,E,H,H,408.023000,19.800000,1312,2164.800000,A,1
31,E,M,H,206.764000,20,226,1066.400000,A,1
23,E,M,B,251.990000,34.500000,287,1127.400000,A,0
36,E,MH,A,278.060000,85.200000,446,1740.600000,A,1
26,E,MH,A,335.251000,42,736,1745.700000,A,1
21,E,MH,B,314.906000,61.200000,859,1730.100000,A,0
30,E,MH,B,277.022000,68,349,1529.300000,A,0
18,E,M,A,226.700000,82.800000,520,1256.100000,A,1
21,E,MH,B,276.909000,89.400000,990,1801.200000,A,0
25,E,MH,G,351.906000,90,760,1763.100000,A,0
13,E,MH,A,266.562000,27,507,1310.100000,A,1
15,E,MH,B,334.655000,94,662,1833.400000,A,0
30,E,M,H,215.451000,37.200000,133,1032.600000,A,1
16,E,MH,A,242.294000,58.800000,598,1369.800000,A,1
37,E,MH,H,289.723000,8.400000,391,1730.100000,A,1
34,E,H,B,479.024000,107.500000,559,2797.300000,A,0
23,E,MH,G,274.906000,60,751,1836,A,0
19,E,MH,B,298.034000,91.800000,838,1707.900000,A,0
24,E,MH,B,377.519000,70,755,1803.400000,A,0
15,E,MH,B,294.692000,56.500000,431,1751.200000,A,0
44,E,MH,G,312.023000,4.800000,296,1495.200000,A,0
22,E,MH,G,289.406000,112,838,1701.400000,A,0
21,E,M,B,250.490000,33,517,1037.400000,A,0
24,E,M,B,241.008000,115.200000,406,1127.100000,A,0
39,E,MH,G,312.246000,125,376,1883,A,1
16,E,M,G,215.184000,27.600000,375,1058.400000,A,0
45,E,H,A,516.242000,37.800000,928,2676.900000,A,1
34,E,MH,G,348.545000,72.600000,348,1800.600000,A,1
12,E,MH,G,287.505000,72,796,1887,A,0
43,E,MH,H,245.078000,38.400000,300,1281.300000,A,1
17,E,M,B,205.798000,36.600000,410,1012.500000,A,0
18,E,MH,B,323.290000,93.600000,704,1601.400000,A,0
51,E,M,H,249.199000,32.500000,128,1070.800000,A,1
40,E,M,H,204.123000,11.400000,198,1139.400000,A,1
19,E,M,A,240.438000,73.800000,484,1164.300000,A,1
21,E,MH,B,222.967000,72,694,1380.900000,A,1
49,E,MH,A,307.280000,25.200000,219,1459.500000,A,1
31,E,MH,B,221.194000,15,355,1341.300000,A,1
40,E,MH,G,279.651000,65.400000,587,1293.900000,A,1
34,E,MH,G,243.495000,19.200000,315,1544.700000,A,1
24,E,MH,B,312.178000,48,620,1580.100000,A,0
25,E,MH,A,290.181000,33.600000,548,1557.300000,A,1
34,E,M,B,219.575000,0,638,1232.100000,A,0
19,E,H,A,434.750000,42,1293,2390.100000,A,1
35,E,MH,B,270.802000,11.500000,386,1489.900000,A,0
40,E,MH,B,273.580000,36.600000,497,1726.200000,A,0
21,E,MH,A,253.196000,57,796,1540.800000,A,1
25,E,M,A,251.543000,27,420,1048.800000,A,1
41,E,MH,B,358.438000,15,270,1840.800000,A,1
24,E,M,G,279.137000,10.800000,698,1152.600000,A,0
27,E,MH,B,295.248000,26,798,1579.400000,A,0
20,E,MH,A,288.280000,58.200000,1167,1865.400000,A,1
20,E,M,B,230.144000,124.200000,417,1125.900000,A,0
19,E,MH,B,338.652000,30.600000,941,1923.900000,A,0
48,E,MH,G,280.043000,53.400000,495,1667.700000,A,1
12,E,MH,G,332.143000,80.400000,751,1631.400000,A,0
12,E,MH,B,258.832000,17.400000,491,1338.600000,A,0
46,E,MH,A,332.267000,12,399,1572,A,1
13,E,MH,B,348.095000,4,750,1753.300000,A,0
27,E,MH,H,330.732000,6.600000,810,1757.100000,A,1
28,E,M,B,249.624000,27.600000,303,1261.200000,A,0
24,E,M,B,225.106000,31.200000,755,1233.300000,A,0
31,E,M,A,218.899000,16,190,1103.200000,A,1
66,E,MH,H,344.883000,72.600000,495,1764.300000,A,1
26,E,MH,H,281.657000,99.500000,868,1855.100000,A,1
57,E,MH,G,284.373000,0,185,1746.600000,A,1
16,E,MH,B,267.059000,97,798,1680.400000,A,1
24,E,M,G,204.639000,27,460,1122,A,0
26,E,MH,A,292.707000,44.400000,465,1646.400000,A,1
18,E,MH,B,373.274000,87.600000,536,1932.600000,A,0
25,E,MH,B,312.059000,13.800000,786,1525.500000,A,0
27,E,MH,G,253.732000,41.400000,458,1317.300000,A,1
33,E,H,H,426.755000,24,284,2262.900000,A,1
18,E,MH,A,266.633000,9,533,1343.700000,A,1
48,E,MH,B,252.633000,101.400000,568,1718.400000,A,0
16,E,MH,B,314.286000,21.600000,701,1748.700000,A,0
27,E,MH,G,307.495000,84,263,1929.300000,A,1
33,E,MH,H,237.955000,19.800000,296,1381.200000,A,1
20,E,M,B,219.687000,19.200000,659,1260.300000,A,0
20,E,H,A,465.810000,68,962,2569.400000,A,1
29,E,M,G,229.708000,71,255,1031.300000,A,1
35,E,MH,B,259.342000,25.800000,623,1380.300000,A,0
23,E,M,B,224.968000,32.400000,557,1243.200000,A,1
67,E,MH,B,311.224000,83.500000,438,1842.100000,A,0
13,E,MH,G,314.243000,54,804,1724.100000,A,0
16,E,H,B,417.856000,93.600000,646,2023.800000,A,1
48,E,MH,H,254.441000,75.600000,573,1581.600000,A,1
34,E,M,G,214.139000,5.400000,297,1110,A,1
31,E,MH,A,228.700000,40.200000,255,1337.700000,A,1
28,E,H,H,342.624000,97.800000,298,2166.300000,A,1
18,E,H,A,333.155000,40.500000,1195,2412,A,1
56,E,MH,H,246.167000,70.200000,710,1322.400000,A,1
26,E,MH,G,306.050000,21,687,1529.400000,A,1
19,E,MH,B,312.871000,48,710,1658.400000,A,0
33,E,M,B,224.824000,98.500000,435,1233.700000,A,0
19,E,H,A,311.031000,97.200000,1162,2002.800000,A,1
55,E,M,B,209.577000,20,292,1261.400000,A,0
26,E,MH,A,253.961000,27,226,1354.500000,A,1
25,E,MH,B,265.366000,98.500000,690,1397.200000,A,0
14,E,H,G,348.241000,58.800000,839,2375.400000,A,0
61,E,MH,G,242.366000,38.500000,426,1439.200000,A,1
22,E,H,A,356.395000,21.500000,859,2027.900000,A,1
14,E,MH,B,255.008000,35,488,1711.400000,A,0
29,E,MH,H,271.386000,69,359,1338,A,0
17,E,MH,B,259.289000,0,532,1329.900000,A,0
12,E,MH,A,241.334000,3,714,1532.400000,A,1
19,E,MH,B,406.814000,47,743,1935.200000,A,0
41,E,MH,G,250.655000,33,423,1286.400000,A,1
22,E,H,A,337.639000,34.200000,925,2043,A,1
29,E,MH,B,244.431000,0,370,1541.400000,A,0
16,E,M,A,246.712000,1.800000,468,1044.600000,A,1
22,E,H,B,359.014000,59.400000,1271,2699.700000,A,0
31,E,M,A,223.685000,64.800000,288,1183.500000,A,1
25,E,MH,G,285.011000,12.600000,732,1471.200000,A,0
24,E,M,B,212.808000,50,595,1203.800000,A,0
45,E,H,H,315.617000,38.400000,646,2233.500000,A,1
13,E,MH,B,256.471000,30.600000,732,1421.100000,A,0
34,E,H,C,442.099000,35.500000,413,2234.500000,A,0
40,E,H,G,402.727000,40.800000,606,2031.900000,A,0
47,E,M,G,190.820000,29.500000,67,1160.200000,A,0
17,E,M,C,215.396000,45,548,1109.700000,A,0
26,E,M,J,248.818000,50.400000,357,1161.300000,A,0
17,E,MH,C,241.030000,74.400000,620,1509,A,0
22,E,M,C,169.573000,0,751,1181.100000,A,0
26,E,M,G,264.749000,23.400000,280,1176.600000,A,0
38,E,MH,G,309.603000,22.800000,796,1781.400000,A,0
48,E,MH,J,208.088000,97.200000,759,1515,A,0
25,E,MH,I,298.824000,0,829,1544.100000,A,0
21,E,M,I,168.530000,56.500000,160,1061.800000,A,0
39,E,M,C,201.026000,103.200000,142,1253.100000,A,0
55,E,MH,G,312.689000,16,642,1571.800000,A,0
54,E,M,G,168.542000,11,479,1078.400000,A,0
42,E,M,G,222.036000,56.400000,163,1126.500000,A,0
75,E,MH,J,276.253000,0,493,1333.200000,A,0
12,E,MH,G,175.403000,89.400000,475,1311.300000,A,1
32,E,H,I,344.057000,92.500000,473,2554.900000,A,0
47,E,MH,G,257.788000,50.400000,658,1880.400000,A,0
47,E,H,J,340.969000,78.600000,756,2103.600000,A,0
30,E,MH,I,265.560000,39.600000,260,1362.600000,A,0
56,E,MH,G,190.896000,60,338,1574.700000,A,0
12,E,MH,G,304.249000,30.500000,853,1729.100000,A,0
13,E,MH,C,315.812000,17,774,1540.100000,A,0
57,E,MH,C,264.329000,67,455,1630,A,0
39,E,M,J,200.101000,43.200000,319,1212.600000,A,0
22,E,MH,C,374.436000,87.500000,294,1822.400000,A,0
30,E,H,J,362.124000,18.600000,1245,2579.400000,A,0
21,E,M,I,253.583000,146.400000,263,1068.300000,A,0
26,E,M,G,168.129000,35.400000,112,1086.600000,A,0
40,E,M,C,210.927000,48.600000,129,1069.800000,A,0
13,E,H,J,329.005000,66.600000,1382,2604.300000,A,0
35,E,MH,J,276.856000,7,181,1563.100000,A,0
21,E,M,I,231.924000,12.600000,584,1180.200000,A,0
52,E,H,J,279.747000,99.600000,1021,2311.500000,A,0
41,E,MH,G,217.328000,33.500000,631,1759.700000,A,0
36,E,M,G,156.446000,22,182,1029.700000,A,0
18,E,M,G,192.620000,26.400000,151,1229.700000,A,0
16,E,MH,C,247.338000,4.200000,294,1456.200000,A,0
38,E,M,C,161.570000,22.800000,101,1082.100000,A,0
46,E,H,C,335.151000,36,251,2193.600000,A,0
25,E,M,I,199.915000,93,418,1252.200000,A,0
22,E,MH,I,324.553000,74.400000,744,1555.800000,A,0
18,E,H,G,381.322000,32,606,2385.800000,A,0
78,E,MH,C,183.786000,24,508,1408.500000,A,0
28,E,MH,G,342.484000,7,714,1655.800000,A,1
52,E,MH,J,276.038000,27,486,1603.500000,A,0
20,E,M,C,271.968000,66,348,1260.600000,A,0
43,E,M,C,196.316000,87.500000,504,1119.200000,A,1
40,E,M,G,235.201000,42,144,1097.400000,A,0
17,E,MH,G,263.837000,69,582,1293.900000,A,0
46,E,MH,G,251.816000,57,1081,1924.200000,A,0
40,E,H,C,271.477000,78,1451,2367,A,0
23,E,MH,C,258.009000,77.400000,480,1325.400000,A,0
29,E,H,G,359.721000,45.600000,1042,2063.400000,A,0
49,E,H,C,400.279000,9.500000,635,1958,A,0
48,E,M,I,160.114000,2.400000,494,1004.700000,A,1
50,E,M,G,171.229000,40.800000,220,1068,A,0
57,E,M,I,217.972000,24,295,1123.800000,A,1
17,E,H,J,506.102000,22.800000,371,2561.400000,A,0
29,E,MH,I,270.254000,72,493,1377.900000,A,0
27,E,MH,C,229.352000,24,695,1597.200000,A,0
56,E,MH,J,192.032000,57,766,1627.800000,A,0
22,E,M,I,169.164000,0,336,1216.800000,A,0
56,E,MH,I,243.965000,33,768,1825.500000,A,0
46,E,MH,J,252.687000,80.400000,859,1602.300000,A,0
24,E,MH,J,240.523000,31.800000,878,1862.100000,A,0
57,E,M,G,232.244000,54.600000,644,1193.700000,A,0
21,E,MH,C,243.549000,26,243,1467.200000,A,1
51,E,MH,G,216.149000,114.600000,526,1390.500000,A,1
48,E,MH,I,336.980000,62.400000,520,1671.300000,A,0
18,E,MH,I,235.077000,59.400000,634,1275.600000,A,0
24,E,H,I,299.442000,44.400000,846,2064,A,0
33,E,M,I,174.645000,39.600000,680,1050.600000,A,0
22,E,M,G,169.364000,88.800000,127,1107.900000,A,0
31,E,MH,C,209.183000,57.500000,642,1452.500000,A,0
22,E,MH,I,255.169000,69.500000,348,1600.100000,A,0
23,E,MH,I,178.086000,0,136,1388.100000,A,0
36,E,MH,C,296.070000,47,841,1689.500000,A,0
28,E,MH,G,194.437000,0,365,1674.600000,A,0
44,E,MH,J,188.136000,67,682,1571.200000,A,0
14,E,MH,C,271.909000,60.600000,691,1451.400000,A,0
28,E,M,C,193.586000,12,411,1155.300000,A,0
30,E,M,J,180.118000,1.800000,715,1236.600000,A,0
26,E,MH,J,228.503000,27,1033,1909.500000,A,0
30,E,H,J,403.008000,57,1210,2045.400000,A,0
26,E,MH,G,319.783000,52,429,1631.800000,A,0
33,E,MH,C,182.944000,50.400000,520,1505.400000,A,0
22,E,MH,C,327.721000,87.600000,284,1583.700000,A,1
12,E,MH,J,204.720000,7.200000,936,1451.400000,A,0
40,E,M,C,201.350000,26,555,1015.100000,A,0
26,E,M,C,214.191000,0,711,1176.300000,A,0
22,E,MH,C,237.500000,0,253,1592.400000,A,0
31,E,H,J,353.324000,49.200000,766,2356.200000,A,0
54,E,MH,C,196.632000,98.400000,798,1641.600000,A,0
56,E,MH,G,231.977000,81.600000,817,1736.700000,A,0
14,E,M,G,168.479000,10.500000,84,1034.700000,A,0
25,E,MH,J,333.834000,0,105,1662.900000,A,0
26,E,H,G,442.909000,37.800000,192,2346.900000,A,0
35,E,M,G,162.616000,33.500000,513,1093.700000,A,0
18,E,M,J,160.617000,36,299,1104.300000,A,0
29,E,M,G,225.921000,0,130,1219.200000,A,0
26,E,H,G,305.816000,27.600000,178,2253.600000,A,0
12,E,MH,I,390.997000,39.600000,246,1919.700000,A,0
33,E,MH,I,269.263000,99,633,1404,A,0
49,E,H,J,395.489000,61,1264,2448.400000,A,0
29,E,M,G,256.562000,97.500000,361,1130.700000,A,0
31,E,M,I,201.881000,50.400000,192,1008.600000,A,0
20,E,MH,J,202.871000,0,482,1272.900000,A,0
14,E,MH,G,170.470000,15.600000,306,1276.800000,A,0
55,E,MH,I,238.004000,13.200000,255,1619.700000,A,0
19,E,MH,J,264.464000,140.400000,394,1604.700000,A,0
61,E,MH,I,206.977000,36,340,1685.100000,A,0
36,E,M,G,162.396000,62.400000,265,1059.600000,A,0
20,E,MH,I,210.053000,10.800000,111,1804.800000,A,0
25,E,MH,G,248.825000,84,1065,1679.400000,A,0
53,E,H,I,370.866000,43.200000,578,2480.400000,A,0
17,E,MH,J,223.526000,105,131,1331.100000,A,0
16,E,H,J,473.275000,46.500000,705,2558.700000,A,0
44,E,M,I,169.407000,66.600000,518,1144.800000,A,0
40,E,H,C,368.261000,72,714,3290.400000,A,0
42,E,MH,G,283.303000,0,118,1684.800000,A,0
26,E,MH,C,263.696000,61.200000,140,1415.700000,A,0
18,E,MH,J,164.839000,66.600000,643,1356.900000,A,0
21,E,MH,G,262.801000,36,113,1727.400000,A,0
28,E,MH,G,202.933000,25.800000,681,1538.100000,A,0
19,E,M,I,170.988000,37,399,1035.400000,A,0
46,E,M,I,220.829000,55.200000,502,1251,A,0
37,E,MH,I,301.981000,40,1047,1893.400000,A,0
26,E,M,G,171.819000,27,395,1071.600000,A,0
36,E,MH,C,280.945000,0,324,1622.100000,A,0
23,E,MH,J,317.139000,82.800000,463,1643.100000,A,1
40,E,MH,J,283.050000,105,415,1392,A,0
16,E,H,C,373.051000,50.400000,355,1964.100000,A,0
46,E,H,J,367.149000,74.400000,451,2108.100000,A,0
25,E,MH,G,297.994000,41.500000,388,1537.600000,A,0
42,E,M,J,218.224000,46.800000,374,1076.100000,A,0
25,E,MH,I,183.818000,67.800000,419,1401,A,0
19,E,MH,G,208.887000,28.800000,162,1618.500000,A,0
27,E,MH,I,298.048000,66,133,1382.700000,A,0
32,E,M,J,199.397000,143.400000,404,1085.700000,A,0
14,E,MH,I,222.089000,42.600000,172,1531.200000,A,0
37,E,M,I,227.027000,19,220,1026.100000,A,0
18,E,M,J,235.893000,34.800000,577,1100.700000,A,0
28,E,H,C,469.834000,118.200000,926,2323.500000,A,0
23,E,MH,I,233.024000,12.600000,302,1430.700000,A,0
13,E,MH,C,339.047000,17,482,1754,A,0
25,E,MH,I,282.672000,17.400000,213,1492.500000,A,0
21,E,M,C,170.999000,0,320,1136.400000,A,0
14,E,MH,G,262.812000,129.600000,621,1397.100000,A,0
35,E,MH,J,307.439000,69,482,1506.600000,A,0
39,E,H,C,285.825000,91.800000,574,2414.400000,A,0
15,E,H,C,326.515000,79.800000,669,1979.700000,A,0
49,E,MH,I,193.873000,87.600000,338,1299,A,0
41,E,M,J,204.733000,60,169,1089.600000,A,0
37,E,M,I,247.864000,74.400000,313,1080.600000,A,0
34,E,MH,I,267.416000,69,374,1357.200000,A,0
17,E,MH,J,280.336000,23.400000,283,1579.500000,A,0
20,E,MH,C,316.169000,67.200000,431,1665.600000,A,0
22,E,MH,I,207.730000,0,426,1601.400000,A,0
29,E,H,C,332.368000,24.600000,1140,2234.100000,A,0
42,E,M,I,158.403000,67.500000,223,1008,A,1
21,E,H,C,397.637000,76.200000,623,2270.400000,A,0
14,E,MH,G,303.479000,81,819,1469.100000,A,0
16,E,H,J,469.016000,36,415,2270.100000,A,0
46,E,M,I,163.008000,42,217,1107.900000,A,0
51,E,M,G,158.121000,27,610,1107,A,0
39,E,MH,I,328.560000,96.500000,253,1902.200000,A,1
50,E,H,G,257.300000,69.500000,561,2168.300000,A,0
25,E,M,I,199.088000,7.200000,464,1203.300000,A,0
31,E,M,J,188.557000,66,324,1032.900000,A,0
17,E,MH,J,243.098000,133.200000,711,1595.400000,A,0
33,E,M,G,258.910000,112.200000,146,1254,A,0
57,E,MH,J,298.088000,124,633,1459.300000,A,0
21,E,MH,C,240.648000,44.400000,515,1657.200000,A,0
55,E,H,J,444.839000,49.200000,889,2523,A,0
26,E,M,I,207.941000,18.600000,74,1014.300000,A,0
20,E,M,J,165.782000,90.600000,249,1173.300000,A,0
26,E,M,I,181.219000,39.600000,366,1100.400000,A,0
16,E,MH,I,221.195000,68.400000,555,1562.100000,A,0
19,E,MH,C,296.863000,89.400000,78,1362,A,0
19,E,MH,J,235.402000,30.600000,280,1887.600000,A,0
40,E,H,G,507.103000,103.800000,113,2598.600000,A,0
57,E,M,C,270.803000,12,279,1239.600000,A,0
35,E,H,J,369.790000,1.800000,653,2019.900000,A,0
14,E,MH,C,213.629000,47.400000,705,1509.300000,A,0
54,E,MH,G,189.639000,0,499,1453.200000,A,0
34,E,MH,J,272.850000,73.800000,414,1682.100000,A,0
40,E,H,J,241.066000,0,213,1960.800000,A,0
24,E,M,G,244.864000,30.600000,383,1096.800000,A,0
53,E,M,J,262.398000,30.600000,192,1189.800000,A,0
25,E,MH,J,205.825000,37.500000,385,1314.900000,A,0
24,E,MH,I,347.076000,41.400000,904,1677.300000,A,0
15,E,H,C,386.447000,9,1296,2263.200000,A,0
22,E,M,G,190.021000,33,458,1094.100000,A,0
26,E,M,C,238.271000,20.500000,174,1147.300000,A,0
21,E,MH,I,304.343000,97.800000,324,1649.400000,A,0
13,E,MH,J,267.859000,135.600000,576,1374.300000,A,0
44,E,MH,I,282.513000,6.600000,283,1531.200000,A,0
17,E,H,G,492.085000,66.600000,403,2514.600000,A,0
42,E,MH,C,278.569000,0,557,1597.500000,A,0
21,E,M,J,222.223000,20.500000,135,1182.100000,A,0
41,E,M,C,152.097000,6.600000,462,1158.600000,A,0
32,E,M,J,209.608000,58.800000,383,1185,A,0
18,E,H,J,463.444000,104,685,2298.200000,A,0
22,E,MH,G,231.352000,0,636,1452.300000,A,0
15,E,MH,I,244.927000,42,274,1584,A,0
32,E,M,C,177.692000,3.600000,347,1179.900000,A,0
18,E,MH,J,328.291000,85.200000,478,1901.400000,A,1
32,E,H,I,262.964000,61,1206,2136.100000,A,0
53,E,MH,G,270.845000,66.500000,777,1733.300000,A,1
51,E,M,J,237.930000,69.600000,393,1068,A,0
59,E,M,J,213.150000,51,523,1247.400000,A,0
37,E,MH,J,362.212000,135.500000,982,1696.100000,A,0
36,E,M,C,215.557000,64.800000,398,1236.300000,A,0
32,E,M,C,260.829000,135,512,1145.100000,A,0
28,E,M,G,166.988000,49.800000,328,1194,A,0
14,E,MH,G,207.589000,109.200000,511,1295.400000,A,0
33,E,MH,G,250.725000,58.500000,807,1343.100000,A,0
27,E,M,C,259.173000,0,435,1194,A,0
82,E,MH,G,286.773000,71.400000,294,1628.400000,A,0
20,E,M,J,223.597000,62,379,1023.800000,A,0
53,E,H,C,410.093000,50.400000,1115,2491.200000,A,0
33,E,M,C,199.135000,116.400000,579,1151.100000,A,0
45,E,H,C,298.925000,79.800000,886,2235,A,0
22,E,MH,J,265.290000,64,408,1442.800000,A,0
37,E,M,C,231.109000,45.500000,180,1247.900000,A,0
16,E,M,I,154.898000,11.400000,738,1233,A,0
34,E,H,J,321.658000,69.500000,294,2059.100000,A,0
14,E,MH,J,236.027000,9,571,1530,A,0
19,E,MH,G,244.622000,61.200000,436,1482.900000,A,0
35,E,MH,G,297.054000,81,519,1526.700000,A,0
24,E,MH,I,205.752000,48,522,1311.300000,A,0
17,E,M,J,185.472000,142.800000,367,1227.600000,A,0
19,E,MH,I,214.018000,138,707,1404,A,0
28,E,H,G,282.668000,23.400000,378,2523.300000,A,0
23,C,ML,C,125.104000,5.400000,181,423.600000,A,1
31,C,ML,C,93.474000,19,80,245.800000,A,1
23,C,ML,G,100.252000,40,108,342.100000,A,1
39,C,ML,E,102.022000,42.500000,100,299.900000,A,0
25,C,ML,E,110.588000,19.200000,158,431.700000,A,0
36,C,ML,G,98.022500,13.500000,72,375.900000,A,1
35,C,ML,G,111.082000,33,162,363.900000,A,1
67,C,ML,K,84.865800,15,73,192.900000,A,1
28,C,L,I,88.112400,0,7,144.300000,A,0
45,C,ML,C,126.055000,18.600000,95,388.500000,A,1
46,C,ML,K,107.364000,26.400000,54,415.200000,A,1
16,C,ML,G,101.785000,28.200000,25,202.500000,A,1
36,C,ML,G,98.191300,35.400000,48,210.600000,A,1
12,C,ML,C,100.880000,39,86,324.300000,A,1
33,C,ML,K,104.973000,11,72,297.500000,A,1
16,C,ML,G,119.270000,0,73,387.600000,A,1
13,C,ML,K,95.763800,0,41,206.700000,A,1
66,C,ML,E,121.034000,0,83,333.900000,A,0
36,C,ML,C,107.336000,32.500000,138,457.300000,A,1
14,C,ML,E,104.422000,2.400000,119,344.700000,A,0
